Empresa,Departamento,Modalidad Contractual,Mes,Líneas
TIM Perú S.A.C.,Áncash,Control,Ene-04,130
América Móvil Perú S.A.C.,Apurímac,Control,Ene-04,-
BellSouth Perú S.A.,Apurímac,Control,Ene-04,-
Nextel del Perú S.A.,Apurímac,Control,Ene-04,-
Telefónica del Perú S.A.A.,Apurímac,Control,Ene-04,433
TIM Perú S.A.C.,Apurímac,Control,Ene-04,30
América Móvil Perú S.A.C.,Arequipa,Control,Ene-04,-
BellSouth Perú S.A.,Arequipa,Control,Ene-04,1633
Nextel del Perú S.A.,Arequipa,Control,Ene-04,-
Telefónica del Perú S.A.A.,Arequipa,Control,Ene-04,8141
TIM Perú S.A.C.,Arequipa,Control,Ene-04,949
América Móvil Perú S.A.C.,Ayacucho,Control,Ene-04,-
BellSouth Perú S.A.,Ayacucho,Control,Ene-04,-
Nextel del Perú S.A.,Ayacucho,Control,Ene-04,-
Telefónica del Perú S.A.A.,Ayacucho,Control,Ene-04,602
TIM Perú S.A.C.,Ayacucho,Control,Ene-04,22
América Móvil Perú S.A.C.,Cajamarca,Control,Ene-04,-
BellSouth Perú S.A.,Cajamarca,Control,Ene-04,637
Nextel del Perú S.A.,Cajamarca,Control,Ene-04,-
Telefónica del Perú S.A.A.,Cajamarca,Control,Ene-04,1076
TIM Perú S.A.C.,Cajamarca,Control,Ene-04,231
América Móvil Perú S.A.C.,Cusco,Control,Ene-04,-
BellSouth Perú S.A.,Cusco,Control,Ene-04,1305
Nextel del Perú S.A.,Cusco,Control,Ene-04,-
Telefónica del Perú S.A.A.,Cusco,Control,Ene-04,3115
TIM Perú S.A.C.,Cusco,Control,Ene-04,385
América Móvil Perú S.A.C.,Huancavelica,Control,Ene-04,-
BellSouth Perú S.A.,Huancavelica,Control,Ene-04,-
Nextel del Perú S.A.,Huancavelica,Control,Ene-04,-
Telefónica del Perú S.A.A.,Huancavelica,Control,Ene-04,11
TIM Perú S.A.C.,Huancavelica,Control,Ene-04,0
América Móvil Perú S.A.C.,Huánuco,Control,Ene-04,-
BellSouth Perú S.A.,Huánuco,Control,Ene-04,-
Nextel del Perú S.A.,Huánuco,Control,Ene-04,-
Telefónica del Perú S.A.A.,Huánuco,Control,Ene-04,757
TIM Perú S.A.C.,Huánuco,Control,Ene-04,2
América Móvil Perú S.A.C.,Ica,Control,Ene-04,-
BellSouth Perú S.A.,Ica,Control,Ene-04,558
Nextel del Perú S.A.,Ica,Control,Ene-04,-
Telefónica del Perú S.A.A.,Ica,Control,Ene-04,3581
TIM Perú S.A.C.,Ica,Control,Ene-04,104
América Móvil Perú S.A.C.,Junín,Control,Ene-04,-
BellSouth Perú S.A.,Junín,Control,Ene-04,771
Nextel del Perú S.A.,Junín,Control,Ene-04,-
Telefónica del Perú S.A.A.,Junín,Control,Ene-04,2447
TIM Perú S.A.C.,Junín,Control,Ene-04,88
América Móvil Perú S.A.C.,La Libertad,Control,Ene-04,-
BellSouth Perú S.A.,La Libertad,Control,Ene-04,3565
Nextel del Perú S.A.,La Libertad,Control,Ene-04,-
Telefónica del Perú S.A.A.,La Libertad,Control,Ene-04,4386
TIM Perú S.A.C.,La Libertad,Control,Ene-04,1026
América Móvil Perú S.A.C.,Lambayeque,Control,Ene-04,-
BellSouth Perú S.A.,Lambayeque,Control,Ene-04,1143
Nextel del Perú S.A.,Lambayeque,Control,Ene-04,-
Telefónica del Perú S.A.A.,Lambayeque,Control,Ene-04,2667
TIM Perú S.A.C.,Lambayeque,Control,Ene-04,331
América Móvil Perú S.A.C.,Lima,Control,Ene-04,-
BellSouth Perú S.A.,Lima,Control,Ene-04,37323
Nextel del Perú S.A.,Lima,Control,Ene-04,81587
Telefónica del Perú S.A.A.,Lima,Control,Ene-04,63482
TIM Perú S.A.C.,Lima,Control,Ene-04,11344
América Móvil Perú S.A.C.,Loreto,Control,Ene-04,-
BellSouth Perú S.A.,Loreto,Control,Ene-04,1529
Nextel del Perú S.A.,Loreto,Control,Ene-04,-
Telefónica del Perú S.A.A.,Loreto,Control,Ene-04,1232
TIM Perú S.A.C.,Loreto,Control,Ene-04,162
América Móvil Perú S.A.C.,Madre de Dios,Control,Ene-04,-
BellSouth Perú S.A.,Madre de Dios,Control,Ene-04,-
Nextel del Perú S.A.,Madre de Dios,Control,Ene-04,-
Telefónica del Perú S.A.A.,Madre de Dios,Control,Ene-04,306
TIM Perú S.A.C.,Madre de Dios,Control,Ene-04,23
América Móvil Perú S.A.C.,Moquegua,Control,Ene-04,-
BellSouth Perú S.A.,Moquegua,Control,Ene-04,-
Nextel del Perú S.A.,Moquegua,Control,Ene-04,-
Telefónica del Perú S.A.A.,Moquegua,Control,Ene-04,844
TIM Perú S.A.C.,Moquegua,Control,Ene-04,55
América Móvil Perú S.A.C.,Pasco,Control,Ene-04,-
BellSouth Perú S.A.,Pasco,Control,Ene-04,-
Nextel del Perú S.A.,Pasco,Control,Ene-04,-
Telefónica del Perú S.A.A.,Pasco,Control,Ene-04,93
TIM Perú S.A.C.,Pasco,Control,Ene-04,1
América Móvil Perú S.A.C.,Piura,Control,Ene-04,-
BellSouth Perú S.A.,Piura,Control,Ene-04,1677
Nextel del Perú S.A.,Piura,Control,Ene-04,-
Telefónica del Perú S.A.A.,Piura,Control,Ene-04,4145
TIM Perú S.A.C.,Piura,Control,Ene-04,191
América Móvil Perú S.A.C.,Puno,Control,Ene-04,-
BellSouth Perú S.A.,Puno,Control,Ene-04,452
Nextel del Perú S.A.,Puno,Control,Ene-04,-
Telefónica del Perú S.A.A.,Puno,Control,Ene-04,1854
TIM Perú S.A.C.,Puno,Control,Ene-04,50
América Móvil Perú S.A.C.,San Martín,Control,Ene-04,-
BellSouth Perú S.A.,San Martín,Control,Ene-04,-
Nextel del Perú S.A.,San Martín,Control,Ene-04,-
Telefónica del Perú S.A.A.,San Martín,Control,Ene-04,347
TIM Perú S.A.C.,San Martín,Control,Ene-04,41
América Móvil Perú S.A.C.,Tacna,Control,Ene-04,-
BellSouth Perú S.A.,Tacna,Control,Ene-04,219
Nextel del Perú S.A.,Tacna,Control,Ene-04,-
Telefónica del Perú S.A.A.,Tacna,Control,Ene-04,2530
TIM Perú S.A.C.,Tacna,Control,Ene-04,218
América Móvil Perú S.A.C.,Tumbes,Control,Ene-04,-
BellSouth Perú S.A.,Tumbes,Control,Ene-04,-
Nextel del Perú S.A.,Tumbes,Control,Ene-04,-
Telefónica del Perú S.A.A.,Tumbes,Control,Ene-04,1305
TIM Perú S.A.C.,Tumbes,Control,Ene-04,101
América Móvil Perú S.A.C.,Ucayali,Control,Ene-04,-
BellSouth Perú S.A.,Ucayali,Control,Ene-04,-
Nextel del Perú S.A.,Ucayali,Control,Ene-04,-
Telefónica del Perú S.A.A.,Ucayali,Control,Ene-04,935
TIM Perú S.A.C.,Ucayali,Control,Ene-04,90
América Móvil Perú S.A.C.,Amazonas,Postpago,Ene-04,-
BellSouth Perú S.A.,Amazonas,Postpago,Ene-04,-
Nextel del Perú S.A.,Amazonas,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Amazonas,Postpago,Ene-04,109
TIM Perú S.A.C.,Amazonas,Postpago,Ene-04,25
América Móvil Perú S.A.C.,Áncash,Postpago,Ene-04,-
BellSouth Perú S.A.,Áncash,Postpago,Ene-04,545
Nextel del Perú S.A.,Áncash,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Áncash,Postpago,Ene-04,3315
TIM Perú S.A.C.,Áncash,Postpago,Ene-04,225
América Móvil Perú S.A.C.,Apurímac,Postpago,Ene-04,-
BellSouth Perú S.A.,Apurímac,Postpago,Ene-04,-
Nextel del Perú S.A.,Apurímac,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Apurímac,Postpago,Ene-04,518
TIM Perú S.A.C.,Apurímac,Postpago,Ene-04,33
América Móvil Perú S.A.C.,Arequipa,Postpago,Ene-04,-
BellSouth Perú S.A.,Arequipa,Postpago,Ene-04,2507
Nextel del Perú S.A.,Arequipa,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Arequipa,Postpago,Ene-04,9904
TIM Perú S.A.C.,Arequipa,Postpago,Ene-04,2692
América Móvil Perú S.A.C.,Ayacucho,Postpago,Ene-04,-
BellSouth Perú S.A.,Ayacucho,Postpago,Ene-04,-
Nextel del Perú S.A.,Ayacucho,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Ayacucho,Postpago,Ene-04,453
TIM Perú S.A.C.,Ayacucho,Postpago,Ene-04,49
América Móvil Perú S.A.C.,Cajamarca,Postpago,Ene-04,-
BellSouth Perú S.A.,Cajamarca,Postpago,Ene-04,330
Nextel del Perú S.A.,Cajamarca,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Cajamarca,Postpago,Ene-04,3421
TIM Perú S.A.C.,Cajamarca,Postpago,Ene-04,474
América Móvil Perú S.A.C.,Cusco,Postpago,Ene-04,-
BellSouth Perú S.A.,Cusco,Postpago,Ene-04,634
Nextel del Perú S.A.,Cusco,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Cusco,Postpago,Ene-04,3108
TIM Perú S.A.C.,Cusco,Postpago,Ene-04,777
América Móvil Perú S.A.C.,Huancavelica,Postpago,Ene-04,-
BellSouth Perú S.A.,Huancavelica,Postpago,Ene-04,-
Nextel del Perú S.A.,Huancavelica,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Huancavelica,Postpago,Ene-04,59
TIM Perú S.A.C.,Huancavelica,Postpago,Ene-04,2
América Móvil Perú S.A.C.,Huánuco,Postpago,Ene-04,-
BellSouth Perú S.A.,Huánuco,Postpago,Ene-04,-
Nextel del Perú S.A.,Huánuco,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Huánuco,Postpago,Ene-04,1097
TIM Perú S.A.C.,Huánuco,Postpago,Ene-04,19
América Móvil Perú S.A.C.,Ica,Postpago,Ene-04,-
BellSouth Perú S.A.,Ica,Postpago,Ene-04,246
Nextel del Perú S.A.,Ica,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Ica,Postpago,Ene-04,3373
TIM Perú S.A.C.,Ica,Postpago,Ene-04,194
América Móvil Perú S.A.C.,Junín,Postpago,Ene-04,-
BellSouth Perú S.A.,Junín,Postpago,Ene-04,256
Nextel del Perú S.A.,Junín,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Junín,Postpago,Ene-04,2691
TIM Perú S.A.C.,Junín,Postpago,Ene-04,141
América Móvil Perú S.A.C.,La Libertad,Postpago,Ene-04,-
BellSouth Perú S.A.,La Libertad,Postpago,Ene-04,2316
Nextel del Perú S.A.,La Libertad,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,La Libertad,Postpago,Ene-04,6167
TIM Perú S.A.C.,La Libertad,Postpago,Ene-04,2466
América Móvil Perú S.A.C.,Lambayeque,Postpago,Ene-04,-
BellSouth Perú S.A.,Lambayeque,Postpago,Ene-04,808
Nextel del Perú S.A.,Lambayeque,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Lambayeque,Postpago,Ene-04,4448
TIM Perú S.A.C.,Lambayeque,Postpago,Ene-04,1009
América Móvil Perú S.A.C.,Lima,Postpago,Ene-04,-
BellSouth Perú S.A.,Lima,Postpago,Ene-04,66145
Nextel del Perú S.A.,Lima,Postpago,Ene-04,67203
Telefónica del Perú S.A.A.,Lima,Postpago,Ene-04,136778
TIM Perú S.A.C.,Lima,Postpago,Ene-04,61094
América Móvil Perú S.A.C.,Loreto,Postpago,Ene-04,-
BellSouth Perú S.A.,Loreto,Postpago,Ene-04,845
Nextel del Perú S.A.,Loreto,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Loreto,Postpago,Ene-04,2760
TIM Perú S.A.C.,Loreto,Postpago,Ene-04,369
América Móvil Perú S.A.C.,Madre de Dios,Postpago,Ene-04,-
BellSouth Perú S.A.,Madre de Dios,Postpago,Ene-04,-
Nextel del Perú S.A.,Madre de Dios,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Madre de Dios,Postpago,Ene-04,138
TIM Perú S.A.C.,Madre de Dios,Postpago,Ene-04,57
América Móvil Perú S.A.C.,Moquegua,Postpago,Ene-04,-
BellSouth Perú S.A.,Moquegua,Postpago,Ene-04,-
Nextel del Perú S.A.,Moquegua,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Moquegua,Postpago,Ene-04,1011
TIM Perú S.A.C.,Moquegua,Postpago,Ene-04,239
América Móvil Perú S.A.C.,Pasco,Postpago,Ene-04,-
BellSouth Perú S.A.,Pasco,Postpago,Ene-04,-
Nextel del Perú S.A.,Pasco,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Pasco,Postpago,Ene-04,88
TIM Perú S.A.C.,Pasco,Postpago,Ene-04,21
América Móvil Perú S.A.C.,Piura,Postpago,Ene-04,-
BellSouth Perú S.A.,Piura,Postpago,Ene-04,748
Nextel del Perú S.A.,Piura,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Piura,Postpago,Ene-04,5930
TIM Perú S.A.C.,Piura,Postpago,Ene-04,701
América Móvil Perú S.A.C.,Puno,Postpago,Ene-04,-
BellSouth Perú S.A.,Puno,Postpago,Ene-04,388
Nextel del Perú S.A.,Puno,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Puno,Postpago,Ene-04,1136
TIM Perú S.A.C.,Puno,Postpago,Ene-04,462
América Móvil Perú S.A.C.,San Martín,Postpago,Ene-04,-
BellSouth Perú S.A.,San Martín,Postpago,Ene-04,-
Nextel del Perú S.A.,San Martín,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,San Martín,Postpago,Ene-04,799
TIM Perú S.A.C.,San Martín,Postpago,Ene-04,156
América Móvil Perú S.A.C.,Tacna,Postpago,Ene-04,-
BellSouth Perú S.A.,Tacna,Postpago,Ene-04,246
Nextel del Perú S.A.,Tacna,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Tacna,Postpago,Ene-04,3072
TIM Perú S.A.C.,Tacna,Postpago,Ene-04,956
América Móvil Perú S.A.C.,Tumbes,Postpago,Ene-04,-
BellSouth Perú S.A.,Tumbes,Postpago,Ene-04,-
Nextel del Perú S.A.,Tumbes,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Tumbes,Postpago,Ene-04,837
TIM Perú S.A.C.,Tumbes,Postpago,Ene-04,149
América Móvil Perú S.A.C.,Ucayali,Postpago,Ene-04,-
BellSouth Perú S.A.,Ucayali,Postpago,Ene-04,-
Nextel del Perú S.A.,Ucayali,Postpago,Ene-04,-
Telefónica del Perú S.A.A.,Ucayali,Postpago,Ene-04,1543
TIM Perú S.A.C.,Ucayali,Postpago,Ene-04,137
América Móvil Perú S.A.C.,Amazonas,Prepago,Ene-04,-
BellSouth Perú S.A.,Amazonas,Prepago,Ene-04,-
Nextel del Perú S.A.,Amazonas,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Amazonas,Prepago,Ene-04,1785
TIM Perú S.A.C.,Amazonas,Prepago,Ene-04,226
América Móvil Perú S.A.C.,Áncash,Prepago,Ene-04,-
BellSouth Perú S.A.,Áncash,Prepago,Ene-04,7981
Nextel del Perú S.A.,Áncash,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Áncash,Prepago,Ene-04,30091
TIM Perú S.A.C.,Áncash,Prepago,Ene-04,4909
América Móvil Perú S.A.C.,Apurímac,Prepago,Ene-04,-
BellSouth Perú S.A.,Apurímac,Prepago,Ene-04,-
Nextel del Perú S.A.,Apurímac,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Apurímac,Prepago,Ene-04,2508
TIM Perú S.A.C.,Apurímac,Prepago,Ene-04,266
América Móvil Perú S.A.C.,Arequipa,Prepago,Ene-04,-
BellSouth Perú S.A.,Arequipa,Prepago,Ene-04,27990
Nextel del Perú S.A.,Arequipa,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Arequipa,Prepago,Ene-04,70800
TIM Perú S.A.C.,Arequipa,Prepago,Ene-04,31385
América Móvil Perú S.A.C.,Ayacucho,Prepago,Ene-04,-
BellSouth Perú S.A.,Ayacucho,Prepago,Ene-04,-
Nextel del Perú S.A.,Ayacucho,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Ayacucho,Prepago,Ene-04,8312
TIM Perú S.A.C.,Ayacucho,Prepago,Ene-04,971
América Móvil Perú S.A.C.,Cajamarca,Prepago,Ene-04,-
BellSouth Perú S.A.,Cajamarca,Prepago,Ene-04,4796
Nextel del Perú S.A.,Cajamarca,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Cajamarca,Prepago,Ene-04,24148
TIM Perú S.A.C.,Cajamarca,Prepago,Ene-04,3372
América Móvil Perú S.A.C.,Cusco,Prepago,Ene-04,-
BellSouth Perú S.A.,Cusco,Prepago,Ene-04,9283
Nextel del Perú S.A.,Cusco,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Cusco,Prepago,Ene-04,22591
TIM Perú S.A.C.,Cusco,Prepago,Ene-04,11823
América Móvil Perú S.A.C.,Huancavelica,Prepago,Ene-04,-
BellSouth Perú S.A.,Huancavelica,Prepago,Ene-04,-
Nextel del Perú S.A.,Huancavelica,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Huancavelica,Prepago,Ene-04,692
TIM Perú S.A.C.,Huancavelica,Prepago,Ene-04,54
América Móvil Perú S.A.C.,Huánuco,Prepago,Ene-04,-
BellSouth Perú S.A.,Huánuco,Prepago,Ene-04,-
Nextel del Perú S.A.,Huánuco,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Huánuco,Prepago,Ene-04,8933
TIM Perú S.A.C.,Huánuco,Prepago,Ene-04,506
América Móvil Perú S.A.C.,Ica,Prepago,Ene-04,-
BellSouth Perú S.A.,Ica,Prepago,Ene-04,5939
Nextel del Perú S.A.,Ica,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Ica,Prepago,Ene-04,29832
TIM Perú S.A.C.,Ica,Prepago,Ene-04,7711
América Móvil Perú S.A.C.,Junín,Prepago,Ene-04,-
BellSouth Perú S.A.,Junín,Prepago,Ene-04,7840
Nextel del Perú S.A.,Junín,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Junín,Prepago,Ene-04,31612
TIM Perú S.A.C.,Junín,Prepago,Ene-04,3349
América Móvil Perú S.A.C.,La Libertad,Prepago,Ene-04,-
BellSouth Perú S.A.,La Libertad,Prepago,Ene-04,34433
Nextel del Perú S.A.,La Libertad,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,La Libertad,Prepago,Ene-04,72067
TIM Perú S.A.C.,La Libertad,Prepago,Ene-04,21777
América Móvil Perú S.A.C.,Lambayeque,Prepago,Ene-04,-
BellSouth Perú S.A.,Lambayeque,Prepago,Ene-04,15676
Nextel del Perú S.A.,Lambayeque,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Lambayeque,Prepago,Ene-04,43401
TIM Perú S.A.C.,Lambayeque,Prepago,Ene-04,13670
América Móvil Perú S.A.C.,Lima,Prepago,Ene-04,-
BellSouth Perú S.A.,Lima,Prepago,Ene-04,389004
Nextel del Perú S.A.,Lima,Prepago,Ene-04,546
Telefónica del Perú S.A.A.,Lima,Prepago,Ene-04,762755
TIM Perú S.A.C.,Lima,Prepago,Ene-04,419665
América Móvil Perú S.A.C.,Loreto,Prepago,Ene-04,-
BellSouth Perú S.A.,Loreto,Prepago,Ene-04,4997
Nextel del Perú S.A.,Loreto,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Loreto,Prepago,Ene-04,5014
TIM Perú S.A.C.,Loreto,Prepago,Ene-04,3934
América Móvil Perú S.A.C.,Madre de Dios,Prepago,Ene-04,-
BellSouth Perú S.A.,Madre de Dios,Prepago,Ene-04,-
Nextel del Perú S.A.,Madre de Dios,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Madre de Dios,Prepago,Ene-04,678
TIM Perú S.A.C.,Madre de Dios,Prepago,Ene-04,253
América Móvil Perú S.A.C.,Moquegua,Prepago,Ene-04,-
BellSouth Perú S.A.,Moquegua,Prepago,Ene-04,-
Nextel del Perú S.A.,Moquegua,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Moquegua,Prepago,Ene-04,10094
TIM Perú S.A.C.,Moquegua,Prepago,Ene-04,1292
América Móvil Perú S.A.C.,Pasco,Prepago,Ene-04,-
BellSouth Perú S.A.,Pasco,Prepago,Ene-04,-
Nextel del Perú S.A.,Pasco,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Pasco,Prepago,Ene-04,2460
TIM Perú S.A.C.,Pasco,Prepago,Ene-04,225
América Móvil Perú S.A.C.,Piura,Prepago,Ene-04,-
BellSouth Perú S.A.,Piura,Prepago,Ene-04,15057
Nextel del Perú S.A.,Piura,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Piura,Prepago,Ene-04,44268
TIM Perú S.A.C.,Piura,Prepago,Ene-04,11164
América Móvil Perú S.A.C.,Puno,Prepago,Ene-04,-
BellSouth Perú S.A.,Puno,Prepago,Ene-04,5765
Nextel del Perú S.A.,Puno,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Puno,Prepago,Ene-04,25171
TIM Perú S.A.C.,Puno,Prepago,Ene-04,4035
América Móvil Perú S.A.C.,San Martín,Prepago,Ene-04,-
BellSouth Perú S.A.,San Martín,Prepago,Ene-04,-
Nextel del Perú S.A.,San Martín,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,San Martín,Prepago,Ene-04,4075
TIM Perú S.A.C.,San Martín,Prepago,Ene-04,1760
América Móvil Perú S.A.C.,Tacna,Prepago,Ene-04,-
BellSouth Perú S.A.,Tacna,Prepago,Ene-04,5617
Nextel del Perú S.A.,Tacna,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Tacna,Prepago,Ene-04,32355
TIM Perú S.A.C.,Tacna,Prepago,Ene-04,5734
América Móvil Perú S.A.C.,Tumbes,Prepago,Ene-04,-
BellSouth Perú S.A.,Tumbes,Prepago,Ene-04,-
Nextel del Perú S.A.,Tumbes,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Tumbes,Prepago,Ene-04,6749
TIM Perú S.A.C.,Tumbes,Prepago,Ene-04,1257
América Móvil Perú S.A.C.,Ucayali,Prepago,Ene-04,-
BellSouth Perú S.A.,Ucayali,Prepago,Ene-04,-
Nextel del Perú S.A.,Ucayali,Prepago,Ene-04,-
Telefónica del Perú S.A.A.,Ucayali,Prepago,Ene-04,6548
TIM Perú S.A.C.,Ucayali,Prepago,Ene-04,2800
América Móvil Perú S.A.C.,Amazonas,Control,Feb-04,-
BellSouth Perú S.A.,Amazonas,Control,Feb-04,-
Nextel del Perú S.A.,Amazonas,Control,Feb-04,-
Telefónica del Perú S.A.A.,Amazonas,Control,Feb-04,100
TIM Perú S.A.C.,Amazonas,Control,Feb-04,28
América Móvil Perú S.A.C.,Áncash,Control,Feb-04,-
BellSouth Perú S.A.,Áncash,Control,Feb-04,513
Nextel del Perú S.A.,Áncash,Control,Feb-04,-
Telefónica del Perú S.A.A.,Áncash,Control,Feb-04,2775
TIM Perú S.A.C.,Áncash,Control,Feb-04,144
América Móvil Perú S.A.C.,Apurímac,Control,Feb-04,-
BellSouth Perú S.A.,Apurímac,Control,Feb-04,-
Nextel del Perú S.A.,Apurímac,Control,Feb-04,-
Telefónica del Perú S.A.A.,Apurímac,Control,Feb-04,416
TIM Perú S.A.C.,Apurímac,Control,Feb-04,35
América Móvil Perú S.A.C.,Arequipa,Control,Feb-04,-
BellSouth Perú S.A.,Arequipa,Control,Feb-04,1655
Nextel del Perú S.A.,Arequipa,Control,Feb-04,-
Telefónica del Perú S.A.A.,Arequipa,Control,Feb-04,8336
TIM Perú S.A.C.,Arequipa,Control,Feb-04,1030
América Móvil Perú S.A.C.,Ayacucho,Control,Feb-04,-
BellSouth Perú S.A.,Ayacucho,Control,Feb-04,-
Nextel del Perú S.A.,Ayacucho,Control,Feb-04,-
Telefónica del Perú S.A.A.,Ayacucho,Control,Feb-04,607
TIM Perú S.A.C.,Ayacucho,Control,Feb-04,36
América Móvil Perú S.A.C.,Cajamarca,Control,Feb-04,-
BellSouth Perú S.A.,Cajamarca,Control,Feb-04,654
Nextel del Perú S.A.,Cajamarca,Control,Feb-04,-
Telefónica del Perú S.A.A.,Cajamarca,Control,Feb-04,1089
TIM Perú S.A.C.,Cajamarca,Control,Feb-04,256
América Móvil Perú S.A.C.,Cusco,Control,Feb-04,-
BellSouth Perú S.A.,Cusco,Control,Feb-04,1400
Nextel del Perú S.A.,Cusco,Control,Feb-04,-
Telefónica del Perú S.A.A.,Cusco,Control,Feb-04,3170
TIM Perú S.A.C.,Cusco,Control,Feb-04,452
América Móvil Perú S.A.C.,Huancavelica,Control,Feb-04,-
BellSouth Perú S.A.,Huancavelica,Control,Feb-04,-
Nextel del Perú S.A.,Huancavelica,Control,Feb-04,-
Telefónica del Perú S.A.A.,Huancavelica,Control,Feb-04,11
TIM Perú S.A.C.,Huancavelica,Control,Feb-04,0
América Móvil Perú S.A.C.,Huánuco,Control,Feb-04,-
BellSouth Perú S.A.,Huánuco,Control,Feb-04,-
Nextel del Perú S.A.,Huánuco,Control,Feb-04,-
Telefónica del Perú S.A.A.,Huánuco,Control,Feb-04,774
TIM Perú S.A.C.,Huánuco,Control,Feb-04,2
América Móvil Perú S.A.C.,Ica,Control,Feb-04,-
BellSouth Perú S.A.,Ica,Control,Feb-04,621
Nextel del Perú S.A.,Ica,Control,Feb-04,-
Telefónica del Perú S.A.A.,Ica,Control,Feb-04,3583
TIM Perú S.A.C.,Ica,Control,Feb-04,117
América Móvil Perú S.A.C.,Junín,Control,Feb-04,-
BellSouth Perú S.A.,Junín,Control,Feb-04,779
Nextel del Perú S.A.,Junín,Control,Feb-04,-
Telefónica del Perú S.A.A.,Junín,Control,Feb-04,2458
TIM Perú S.A.C.,Junín,Control,Feb-04,90
América Móvil Perú S.A.C.,La Libertad,Control,Feb-04,-
BellSouth Perú S.A.,La Libertad,Control,Feb-04,3710
Nextel del Perú S.A.,La Libertad,Control,Feb-04,-
Telefónica del Perú S.A.A.,La Libertad,Control,Feb-04,4457
TIM Perú S.A.C.,La Libertad,Control,Feb-04,1191
América Móvil Perú S.A.C.,Lambayeque,Control,Feb-04,-
BellSouth Perú S.A.,Lambayeque,Control,Feb-04,1134
Nextel del Perú S.A.,Lambayeque,Control,Feb-04,-
Telefónica del Perú S.A.A.,Lambayeque,Control,Feb-04,2745
TIM Perú S.A.C.,Lambayeque,Control,Feb-04,372
América Móvil Perú S.A.C.,Lima,Control,Feb-04,-
BellSouth Perú S.A.,Lima,Control,Feb-04,38749
Nextel del Perú S.A.,Lima,Control,Feb-04,86342
Telefónica del Perú S.A.A.,Lima,Control,Feb-04,63705
TIM Perú S.A.C.,Lima,Control,Feb-04,11489
América Móvil Perú S.A.C.,Loreto,Control,Feb-04,-
BellSouth Perú S.A.,Loreto,Control,Feb-04,1662
Nextel del Perú S.A.,Loreto,Control,Feb-04,-
Telefónica del Perú S.A.A.,Loreto,Control,Feb-04,1229
TIM Perú S.A.C.,Loreto,Control,Feb-04,195
América Móvil Perú S.A.C.,Madre de Dios,Control,Feb-04,-
BellSouth Perú S.A.,Madre de Dios,Control,Feb-04,-
Nextel del Perú S.A.,Madre de Dios,Control,Feb-04,-
Telefónica del Perú S.A.A.,Madre de Dios,Control,Feb-04,281
