Empresa,Departamento,Mod_contract,Fecha,Lineas
Telefonica del Peru S.A.A.,Puno,control,2005-05-01,3689
TIM Peru S.A.C.,Puno,control,2005-05-01,613
America Movil Peru S.A.C.,San Martin,control,2005-05-01,NA
BellSouth Peru S.A.,San Martin,control,2005-05-01,NA
Nextel del Peru S.A.,San Martin,control,2005-05-01,NA
Telefonica del Peru S.A.A.,San Martin,control,2005-05-01,551
TIM Peru S.A.C.,San Martin,control,2005-05-01,251
America Movil Peru S.A.C.,Tacna,control,2005-05-01,NA
BellSouth Peru S.A.,Tacna,control,2005-05-01,NA
Nextel del Peru S.A.,Tacna,control,2005-05-01,NA
Telefonica del Peru S.A.A.,Tacna,control,2005-05-01,3829
TIM Peru S.A.C.,Tacna,control,2005-05-01,1354
America Movil Peru S.A.C.,Tumbes,control,2005-05-01,NA
BellSouth Peru S.A.,Tumbes,control,2005-05-01,NA
Nextel del Peru S.A.,Tumbes,control,2005-05-01,NA
Telefonica del Peru S.A.A.,Tumbes,control,2005-05-01,1598
TIM Peru S.A.C.,Tumbes,control,2005-05-01,213
America Movil Peru S.A.C.,Ucayali,control,2005-05-01,NA
BellSouth Peru S.A.,Ucayali,control,2005-05-01,NA
Nextel del Peru S.A.,Ucayali,control,2005-05-01,NA
Telefonica del Peru S.A.A.,Ucayali,control,2005-05-01,932
TIM Peru S.A.C.,Ucayali,control,2005-05-01,271
America Movil Peru S.A.C.,Amazonas,postpago,2005-05-01,NA
BellSouth Peru S.A.,Amazonas,postpago,2005-05-01,NA
Nextel del Peru S.A.,Amazonas,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Amazonas,postpago,2005-05-01,343
TIM Peru S.A.C.,Amazonas,postpago,2005-05-01,125
America Movil Peru S.A.C.,Ancash,postpago,2005-05-01,NA
BellSouth Peru S.A.,Ancash,postpago,2005-05-01,NA
Nextel del Peru S.A.,Ancash,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Ancash,postpago,2005-05-01,5358
TIM Peru S.A.C.,Ancash,postpago,2005-05-01,687
America Movil Peru S.A.C.,Apurimac,postpago,2005-05-01,NA
BellSouth Peru S.A.,Apurimac,postpago,2005-05-01,NA
Nextel del Peru S.A.,Apurimac,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Apurimac,postpago,2005-05-01,683
TIM Peru S.A.C.,Apurimac,postpago,2005-05-01,268
America Movil Peru S.A.C.,Arequipa,postpago,2005-05-01,NA
BellSouth Peru S.A.,Arequipa,postpago,2005-05-01,NA
Nextel del Peru S.A.,Arequipa,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Arequipa,postpago,2005-05-01,15037
TIM Peru S.A.C.,Arequipa,postpago,2005-05-01,6929
America Movil Peru S.A.C.,Ayacucho,postpago,2005-05-01,NA
BellSouth Peru S.A.,Ayacucho,postpago,2005-05-01,NA
Nextel del Peru S.A.,Ayacucho,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Ayacucho,postpago,2005-05-01,1117
TIM Peru S.A.C.,Ayacucho,postpago,2005-05-01,214
America Movil Peru S.A.C.,Cajamarca,postpago,2005-05-01,NA
BellSouth Peru S.A.,Cajamarca,postpago,2005-05-01,NA
Nextel del Peru S.A.,Cajamarca,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Cajamarca,postpago,2005-05-01,6971
TIM Peru S.A.C.,Cajamarca,postpago,2005-05-01,672
America Movil Peru S.A.C.,Cusco,postpago,2005-05-01,NA
BellSouth Peru S.A.,Cusco,postpago,2005-05-01,NA
Nextel del Peru S.A.,Cusco,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Cusco,postpago,2005-05-01,5268
TIM Peru S.A.C.,Cusco,postpago,2005-05-01,2311
America Movil Peru S.A.C.,Huancavelica,postpago,2005-05-01,NA
BellSouth Peru S.A.,Huancavelica,postpago,2005-05-01,NA
Nextel del Peru S.A.,Huancavelica,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Huancavelica,postpago,2005-05-01,139
TIM Peru S.A.C.,Huancavelica,postpago,2005-05-01,33
America Movil Peru S.A.C.,Huanuco,postpago,2005-05-01,NA
BellSouth Peru S.A.,Huanuco,postpago,2005-05-01,NA
Nextel del Peru S.A.,Huanuco,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Huanuco,postpago,2005-05-01,1853
TIM Peru S.A.C.,Huanuco,postpago,2005-05-01,91
America Movil Peru S.A.C.,Ica,postpago,2005-05-01,NA
BellSouth Peru S.A.,Ica,postpago,2005-05-01,NA
Nextel del Peru S.A.,Ica,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Ica,postpago,2005-05-01,3713
TIM Peru S.A.C.,Ica,postpago,2005-05-01,919
America Movil Peru S.A.C.,Junin,postpago,2005-05-01,NA
BellSouth Peru S.A.,Junin,postpago,2005-05-01,NA
Nextel del Peru S.A.,Junin,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Junin,postpago,2005-05-01,4286
TIM Peru S.A.C.,Junin,postpago,2005-05-01,658
America Movil Peru S.A.C.,La Libertad,postpago,2005-05-01,NA
BellSouth Peru S.A.,La Libertad,postpago,2005-05-01,NA
Nextel del Peru S.A.,La Libertad,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,La Libertad,postpago,2005-05-01,9780
TIM Peru S.A.C.,La Libertad,postpago,2005-05-01,5354
America Movil Peru S.A.C.,Lambayeque,postpago,2005-05-01,NA
BellSouth Peru S.A.,Lambayeque,postpago,2005-05-01,NA
Nextel del Peru S.A.,Lambayeque,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Lambayeque,postpago,2005-05-01,7325
TIM Peru S.A.C.,Lambayeque,postpago,2005-05-01,2267
America Movil Peru S.A.C.,Lima,postpago,2005-05-01,NA
BellSouth Peru S.A.,Lima,postpago,2005-05-01,NA
Nextel del Peru S.A.,Lima,postpago,2005-05-01,49267
Telefonica del Peru S.A.A.,Lima,postpago,2005-05-01,238917
TIM Peru S.A.C.,Lima,postpago,2005-05-01,107916
America Movil Peru S.A.C.,Loreto,postpago,2005-05-01,NA
BellSouth Peru S.A.,Loreto,postpago,2005-05-01,NA
Nextel del Peru S.A.,Loreto,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Loreto,postpago,2005-05-01,5699
TIM Peru S.A.C.,Loreto,postpago,2005-05-01,905
America Movil Peru S.A.C.,Madre de Dios,postpago,2005-05-01,NA
BellSouth Peru S.A.,Madre de Dios,postpago,2005-05-01,NA
Nextel del Peru S.A.,Madre de Dios,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2005-05-01,186
TIM Peru S.A.C.,Madre de Dios,postpago,2005-05-01,273
America Movil Peru S.A.C.,Moquegua,postpago,2005-05-01,NA
BellSouth Peru S.A.,Moquegua,postpago,2005-05-01,NA
Nextel del Peru S.A.,Moquegua,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Moquegua,postpago,2005-05-01,2039
TIM Peru S.A.C.,Moquegua,postpago,2005-05-01,828
America Movil Peru S.A.C.,Pasco,postpago,2005-05-01,NA
BellSouth Peru S.A.,Pasco,postpago,2005-05-01,NA
Nextel del Peru S.A.,Pasco,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Pasco,postpago,2005-05-01,294
TIM Peru S.A.C.,Pasco,postpago,2005-05-01,70
America Movil Peru S.A.C.,Piura,postpago,2005-05-01,NA
BellSouth Peru S.A.,Piura,postpago,2005-05-01,NA
Nextel del Peru S.A.,Piura,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Piura,postpago,2005-05-01,8872
TIM Peru S.A.C.,Piura,postpago,2005-05-01,1579
America Movil Peru S.A.C.,Puno,postpago,2005-05-01,NA
BellSouth Peru S.A.,Puno,postpago,2005-05-01,NA
Nextel del Peru S.A.,Puno,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Puno,postpago,2005-05-01,2161
TIM Peru S.A.C.,Puno,postpago,2005-05-01,1098
America Movil Peru S.A.C.,San Martin,postpago,2005-05-01,NA
BellSouth Peru S.A.,San Martin,postpago,2005-05-01,NA
Nextel del Peru S.A.,San Martin,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,San Martin,postpago,2005-05-01,1501
TIM Peru S.A.C.,San Martin,postpago,2005-05-01,370
America Movil Peru S.A.C.,Tacna,postpago,2005-05-01,NA
BellSouth Peru S.A.,Tacna,postpago,2005-05-01,NA
Nextel del Peru S.A.,Tacna,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Tacna,postpago,2005-05-01,3728
TIM Peru S.A.C.,Tacna,postpago,2005-05-01,1877
America Movil Peru S.A.C.,Tumbes,postpago,2005-05-01,NA
BellSouth Peru S.A.,Tumbes,postpago,2005-05-01,NA
Nextel del Peru S.A.,Tumbes,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Tumbes,postpago,2005-05-01,1561
TIM Peru S.A.C.,Tumbes,postpago,2005-05-01,146
America Movil Peru S.A.C.,Ucayali,postpago,2005-05-01,NA
BellSouth Peru S.A.,Ucayali,postpago,2005-05-01,NA
Nextel del Peru S.A.,Ucayali,postpago,2005-05-01,0
Telefonica del Peru S.A.A.,Ucayali,postpago,2005-05-01,2735
TIM Peru S.A.C.,Ucayali,postpago,2005-05-01,281
America Movil Peru S.A.C.,Amazonas,prepago,2005-05-01,NA
BellSouth Peru S.A.,Amazonas,prepago,2005-05-01,NA
Nextel del Peru S.A.,Amazonas,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Amazonas,prepago,2005-05-01,4367
TIM Peru S.A.C.,Amazonas,prepago,2005-05-01,1582
America Movil Peru S.A.C.,Ancash,prepago,2005-05-01,NA
BellSouth Peru S.A.,Ancash,prepago,2005-05-01,NA
Nextel del Peru S.A.,Ancash,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Ancash,prepago,2005-05-01,58772
TIM Peru S.A.C.,Ancash,prepago,2005-05-01,14162
America Movil Peru S.A.C.,Apurimac,prepago,2005-05-01,NA
BellSouth Peru S.A.,Apurimac,prepago,2005-05-01,NA
Nextel del Peru S.A.,Apurimac,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Apurimac,prepago,2005-05-01,6090
TIM Peru S.A.C.,Apurimac,prepago,2005-05-01,1442
America Movil Peru S.A.C.,Arequipa,prepago,2005-05-01,NA
BellSouth Peru S.A.,Arequipa,prepago,2005-05-01,NA
Nextel del Peru S.A.,Arequipa,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Arequipa,prepago,2005-05-01,115841
TIM Peru S.A.C.,Arequipa,prepago,2005-05-01,64520
America Movil Peru S.A.C.,Ayacucho,prepago,2005-05-01,NA
BellSouth Peru S.A.,Ayacucho,prepago,2005-05-01,NA
Nextel del Peru S.A.,Ayacucho,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Ayacucho,prepago,2005-05-01,16147
TIM Peru S.A.C.,Ayacucho,prepago,2005-05-01,5395
America Movil Peru S.A.C.,Cajamarca,prepago,2005-05-01,NA
BellSouth Peru S.A.,Cajamarca,prepago,2005-05-01,NA
Nextel del Peru S.A.,Cajamarca,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Cajamarca,prepago,2005-05-01,45893
TIM Peru S.A.C.,Cajamarca,prepago,2005-05-01,8058
America Movil Peru S.A.C.,Cusco,prepago,2005-05-01,NA
BellSouth Peru S.A.,Cusco,prepago,2005-05-01,NA
Nextel del Peru S.A.,Cusco,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Cusco,prepago,2005-05-01,46629
TIM Peru S.A.C.,Cusco,prepago,2005-05-01,26930
America Movil Peru S.A.C.,Huancavelica,prepago,2005-05-01,NA
BellSouth Peru S.A.,Huancavelica,prepago,2005-05-01,NA
Nextel del Peru S.A.,Huancavelica,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Huancavelica,prepago,2005-05-01,1911
TIM Peru S.A.C.,Huancavelica,prepago,2005-05-01,470
America Movil Peru S.A.C.,Huanuco,prepago,2005-05-01,NA
BellSouth Peru S.A.,Huanuco,prepago,2005-05-01,NA
Nextel del Peru S.A.,Huanuco,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Huanuco,prepago,2005-05-01,18622
TIM Peru S.A.C.,Huanuco,prepago,2005-05-01,3727
America Movil Peru S.A.C.,Ica,prepago,2005-05-01,NA
BellSouth Peru S.A.,Ica,prepago,2005-05-01,NA
Nextel del Peru S.A.,Ica,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Ica,prepago,2005-05-01,66183
TIM Peru S.A.C.,Ica,prepago,2005-05-01,20362
America Movil Peru S.A.C.,Junin,prepago,2005-05-01,NA
BellSouth Peru S.A.,Junin,prepago,2005-05-01,NA
Nextel del Peru S.A.,Junin,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Junin,prepago,2005-05-01,63970
TIM Peru S.A.C.,Junin,prepago,2005-05-01,11351
America Movil Peru S.A.C.,La Libertad,prepago,2005-05-01,NA
BellSouth Peru S.A.,La Libertad,prepago,2005-05-01,NA
Nextel del Peru S.A.,La Libertad,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,La Libertad,prepago,2005-05-01,119238
TIM Peru S.A.C.,La Libertad,prepago,2005-05-01,57667
America Movil Peru S.A.C.,Lambayeque,prepago,2005-05-01,NA
BellSouth Peru S.A.,Lambayeque,prepago,2005-05-01,NA
Nextel del Peru S.A.,Lambayeque,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Lambayeque,prepago,2005-05-01,77145
TIM Peru S.A.C.,Lambayeque,prepago,2005-05-01,35381
America Movil Peru S.A.C.,Lima,prepago,2005-05-01,NA
BellSouth Peru S.A.,Lima,prepago,2005-05-01,NA
Nextel del Peru S.A.,Lima,prepago,2005-05-01,25478
Telefonica del Peru S.A.A.,Lima,prepago,2005-05-01,1502731
TIM Peru S.A.C.,Lima,prepago,2005-05-01,880281
America Movil Peru S.A.C.,Loreto,prepago,2005-05-01,NA
BellSouth Peru S.A.,Loreto,prepago,2005-05-01,NA
Nextel del Peru S.A.,Loreto,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Loreto,prepago,2005-05-01,18247
TIM Peru S.A.C.,Loreto,prepago,2005-05-01,7183
America Movil Peru S.A.C.,Madre de Dios,prepago,2005-05-01,NA
BellSouth Peru S.A.,Madre de Dios,prepago,2005-05-01,NA
Nextel del Peru S.A.,Madre de Dios,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2005-05-01,987
TIM Peru S.A.C.,Madre de Dios,prepago,2005-05-01,2373
America Movil Peru S.A.C.,Moquegua,prepago,2005-05-01,NA
BellSouth Peru S.A.,Moquegua,prepago,2005-05-01,NA
Nextel del Peru S.A.,Moquegua,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Moquegua,prepago,2005-05-01,19472
TIM Peru S.A.C.,Moquegua,prepago,2005-05-01,5191
America Movil Peru S.A.C.,Pasco,prepago,2005-05-01,NA
BellSouth Peru S.A.,Pasco,prepago,2005-05-01,NA
Nextel del Peru S.A.,Pasco,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Pasco,prepago,2005-05-01,6079
TIM Peru S.A.C.,Pasco,prepago,2005-05-01,1007
America Movil Peru S.A.C.,Piura,prepago,2005-05-01,NA
BellSouth Peru S.A.,Piura,prepago,2005-05-01,NA
Nextel del Peru S.A.,Piura,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Piura,prepago,2005-05-01,90894
TIM Peru S.A.C.,Piura,prepago,2005-05-01,26308
America Movil Peru S.A.C.,Puno,prepago,2005-05-01,NA
BellSouth Peru S.A.,Puno,prepago,2005-05-01,NA
Nextel del Peru S.A.,Puno,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Puno,prepago,2005-05-01,48922
TIM Peru S.A.C.,Puno,prepago,2005-05-01,10478
America Movil Peru S.A.C.,San Martin,prepago,2005-05-01,NA
BellSouth Peru S.A.,San Martin,prepago,2005-05-01,NA
Nextel del Peru S.A.,San Martin,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,San Martin,prepago,2005-05-01,10228
TIM Peru S.A.C.,San Martin,prepago,2005-05-01,4431
America Movil Peru S.A.C.,Tacna,prepago,2005-05-01,NA
BellSouth Peru S.A.,Tacna,prepago,2005-05-01,NA
Nextel del Peru S.A.,Tacna,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Tacna,prepago,2005-05-01,44452
TIM Peru S.A.C.,Tacna,prepago,2005-05-01,13973
America Movil Peru S.A.C.,Tumbes,prepago,2005-05-01,NA
BellSouth Peru S.A.,Tumbes,prepago,2005-05-01,NA
Nextel del Peru S.A.,Tumbes,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Tumbes,prepago,2005-05-01,18411
TIM Peru S.A.C.,Tumbes,prepago,2005-05-01,4624
America Movil Peru S.A.C.,Ucayali,prepago,2005-05-01,NA
BellSouth Peru S.A.,Ucayali,prepago,2005-05-01,NA
Nextel del Peru S.A.,Ucayali,prepago,2005-05-01,0
Telefonica del Peru S.A.A.,Ucayali,prepago,2005-05-01,17564
TIM Peru S.A.C.,Ucayali,prepago,2005-05-01,6271
America Movil Peru S.A.C.,Amazonas,control,2005-06-01,NA
BellSouth Peru S.A.,Amazonas,control,2005-06-01,NA
Nextel del Peru S.A.,Amazonas,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Amazonas,control,2005-06-01,199
TIM Peru S.A.C.,Amazonas,control,2005-06-01,90
America Movil Peru S.A.C.,Ancash,control,2005-06-01,NA
BellSouth Peru S.A.,Ancash,control,2005-06-01,NA
Nextel del Peru S.A.,Ancash,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Ancash,control,2005-06-01,5643
TIM Peru S.A.C.,Ancash,control,2005-06-01,939
America Movil Peru S.A.C.,Apurimac,control,2005-06-01,NA
BellSouth Peru S.A.,Apurimac,control,2005-06-01,NA
Nextel del Peru S.A.,Apurimac,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Apurimac,control,2005-06-01,687
TIM Peru S.A.C.,Apurimac,control,2005-06-01,262
America Movil Peru S.A.C.,Arequipa,control,2005-06-01,NA
BellSouth Peru S.A.,Arequipa,control,2005-06-01,NA
Nextel del Peru S.A.,Arequipa,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Arequipa,control,2005-06-01,21584
TIM Peru S.A.C.,Arequipa,control,2005-06-01,4567
America Movil Peru S.A.C.,Ayacucho,control,2005-06-01,NA
BellSouth Peru S.A.,Ayacucho,control,2005-06-01,NA
Nextel del Peru S.A.,Ayacucho,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Ayacucho,control,2005-06-01,586
TIM Peru S.A.C.,Ayacucho,control,2005-06-01,493
America Movil Peru S.A.C.,Cajamarca,control,2005-06-01,NA
BellSouth Peru S.A.,Cajamarca,control,2005-06-01,NA
Nextel del Peru S.A.,Cajamarca,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Cajamarca,control,2005-06-01,3014
TIM Peru S.A.C.,Cajamarca,control,2005-06-01,592
America Movil Peru S.A.C.,Cusco,control,2005-06-01,NA
BellSouth Peru S.A.,Cusco,control,2005-06-01,NA
Nextel del Peru S.A.,Cusco,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Cusco,control,2005-06-01,6753
TIM Peru S.A.C.,Cusco,control,2005-06-01,2325
America Movil Peru S.A.C.,Huancavelica,control,2005-06-01,NA
BellSouth Peru S.A.,Huancavelica,control,2005-06-01,NA
Nextel del Peru S.A.,Huancavelica,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Huancavelica,control,2005-06-01,19
TIM Peru S.A.C.,Huancavelica,control,2005-06-01,11
America Movil Peru S.A.C.,Huanuco,control,2005-06-01,NA
BellSouth Peru S.A.,Huanuco,control,2005-06-01,NA
Nextel del Peru S.A.,Huanuco,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Huanuco,control,2005-06-01,1325
TIM Peru S.A.C.,Huanuco,control,2005-06-01,62
America Movil Peru S.A.C.,Ica,control,2005-06-01,NA
BellSouth Peru S.A.,Ica,control,2005-06-01,NA
Nextel del Peru S.A.,Ica,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Ica,control,2005-06-01,3795
TIM Peru S.A.C.,Ica,control,2005-06-01,1632
America Movil Peru S.A.C.,Junin,control,2005-06-01,NA
BellSouth Peru S.A.,Junin,control,2005-06-01,NA
Nextel del Peru S.A.,Junin,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Junin,control,2005-06-01,3081
TIM Peru S.A.C.,Junin,control,2005-06-01,488
America Movil Peru S.A.C.,La Libertad,control,2005-06-01,NA
BellSouth Peru S.A.,La Libertad,control,2005-06-01,NA
Nextel del Peru S.A.,La Libertad,control,2005-06-01,NA
Telefonica del Peru S.A.A.,La Libertad,control,2005-06-01,12038
TIM Peru S.A.C.,La Libertad,control,2005-06-01,5501
America Movil Peru S.A.C.,Lambayeque,control,2005-06-01,NA
BellSouth Peru S.A.,Lambayeque,control,2005-06-01,NA
Nextel del Peru S.A.,Lambayeque,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Lambayeque,control,2005-06-01,5696
TIM Peru S.A.C.,Lambayeque,control,2005-06-01,2153
America Movil Peru S.A.C.,Lima,control,2005-06-01,NA
BellSouth Peru S.A.,Lima,control,2005-06-01,NA
Nextel del Peru S.A.,Lima,control,2005-06-01,135472
Telefonica del Peru S.A.A.,Lima,control,2005-06-01,121796
TIM Peru S.A.C.,Lima,control,2005-06-01,27070
America Movil Peru S.A.C.,Loreto,control,2005-06-01,NA
BellSouth Peru S.A.,Loreto,control,2005-06-01,NA
Nextel del Peru S.A.,Loreto,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Loreto,control,2005-06-01,3796
TIM Peru S.A.C.,Loreto,control,2005-06-01,784
America Movil Peru S.A.C.,Madre de Dios,control,2005-06-01,NA
BellSouth Peru S.A.,Madre de Dios,control,2005-06-01,NA
Nextel del Peru S.A.,Madre de Dios,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,control,2005-06-01,102
TIM Peru S.A.C.,Madre de Dios,control,2005-06-01,336
America Movil Peru S.A.C.,Moquegua,control,2005-06-01,NA
BellSouth Peru S.A.,Moquegua,control,2005-06-01,NA
Nextel del Peru S.A.,Moquegua,control,2005-06-01,NA
Telefonica del Peru S.A.A.,Moquegua,control,2005-06-01,1638
TIM Peru S.A.C.,Moquegua,control,2005-06-01,599
America Movil Peru S.A.C.,Pasco,control,2005-06-01,NA
BellSouth Peru S.A.,Pasco,control,2005-06-01,NA
